id,username,tweet
128e16,nygovcuomo,"Today's update on the numbers:  57,585 tests were performed yesterday. 692 tests came back positive (1.2% of total).  Total hospitalizations are at 841.  Sadly, there were 11 COVID fatalities yesterday.  https://t.co/upSZDaNDMr"
125e16,governorkayivey,"Yes, you can go outdoors to exercise as long as you aren’t gathering in groups of 10. Parks are still open, but playgrounds are closed. Practice social distancing!"
125e16,governorkayivey,"Each state has to weigh their own set of factors. I’m in communication with local, state & federal officials on a daily basis. We are taking a measured approach to keep Alabamians healthy, safe & working, wherever possible. #alpolitics #AskGovIvey https://twitter.com/184nosliwae/status/1245762431361724417 …"
125e16,govmurphy,"As of 10:00 PM last night, 7,618 residents were reported hospitalized, including #COVID19 positive patients and persons under investigations. 

1,746 of those individuals are in critical care beds, and 1,650 of those individuals are on ventilators."
127e16,governortomwolf,"🚩 If you've used up your regular state/federal unemployment benefits then you may be eligible for Pandemic Emergency Unemployment Compensation (PEUC).

PEUC extends your benefits for another 13 weeks at your existing rate.

Find out more and apply today ⬇️ http://pa.gov/guides/unemployment-benefits/ …"
133e16,governorlittle,Our veterans bravely encountered bullets and bombs so that you can have the freedom to control your own actions. And your personal actions are the one and only thing that will defend our veterans from succumbing to the enemy virus.  https://t.co/6XSlU4pGxG
124e16,dougducey,"I’m proud to sign #SB1694, which will expand access to unemployment benefits for individuals throughout AZ affected by #COVID19. This legislation will help Arizonans whose work has been affected by COVID-19 to access benefits they need to get through this difficult time. 1/"
132e16,governortomwolf,"#COVID19 cases are on the rise in PA. For patients worldwide, complications can last long after they are first diagnosed.   We must be cautious: Keep physical distancing, avoid large crowds and — perhaps most importantly — wear a mask when out in public.  https://t.co/EFzuSTCfNR"
127e16,govnedlamont,"This partnership, with the support of charitable funding from the philanthropic community through @4_connecticut, will support Connecticut residents who are otherwise excluded from receiving desperately needed federal COVID-19 emergency relief assistance. https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/06-2020/Governor-Lamont-Announces-Partnership-to-Support-Vulnerable-Residents …"
125e16,govmurphy,"UPDATE: We’ve received 4,247 new positive #COVID19 test results, pushing our state total to 99,989.

Of the nearly 100,000 total cases we’ve reported since our first positive case on March 4th, roughly 46,000 of these individuals have now exited the two-week incubation window. pic.twitter.com/pZ6cCYz8ix"
13e17,dougducey,"Just like COVID-19, there are simple things we can do to prevent the spread of influenza:   ➡️ Wash your hands ➡️ Mask up ➡️ Stay physically distant ➡️ Stay home when sick  AND of course, boost your immune system by rolling up your sleeve and getting a flu shot. 4/"
134e16,governortomwolf,"Our health care workers put their lives on the line to take care of Pennsylvanians.  All they ask in return is that we take COVID seriously and follow simple precautions — stay home as much as possible, wear masks, and practice good health habits.    https://t.co/ABrckLf31k"
124e16,govnedlamont,Today @CTBanking issued a memo advising the financial services sector that it will take a no action position with regard to employees working from home who otherwise would be required to work from a licensed branch location. https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/03-2020/Governor-Lamont-Provides-Update-on-Connecticuts-Coronavirus-Preparedness-and-Response-Efforts …
128e16,govmikedewine,"Remember, we wear masks to protect each other, often because people are sick, but show no symptoms.  Masks can be especially useful and are strongly recommended at any grade level during periods of increased risk and when physical distancing is difficult."
126e16,governorlittle,"Health and the economy are not mutually exclusive – they are interconnected. Prosperity and safety are linked. Protecting other citizens is the right thing to do, and our economic rebound depends on it. https://gov.idaho.gov/pressrelease/opinion-idahos-economic-rebound-hinges-on-the-safety-and-confidence-of-consumers-and-employees/ …"
128e16,govlarryhogan,"Marylanders who have recovered from #COVID19 can join the fight against this deadly virus by donating plasma.

Learn more from @US_FDA:  https://www.fda.gov/emergency-preparedness-and-response/coronavirus-disease-2019-covid-19/donate-covid-19-plasma …

Join the CovidCONNECT platform to access resources for recovered Marylanders:  https://health.maryland.gov/covidconnect/Pages/Home.aspx …"
127e16,wvgovernor,"LIVE: Justice Administration holds press briefing on COVID-19 response - June 17, 2020. For more information about #COVID19, call the State’s toll-free hotline at 1-800-887-4304 or visit  http://Coronavirus.wv.gov . #WV #WVGov https://www.pscp.tv/w/cbjyjzFQWEVkTnBwb3lLZXZ8MWVhS2J6RURka3FLWG_inmgXGsmIu9a72KDg3KmAqKylvdPM7FD-fC82kR3O …"
126e16,nygovcuomo,We lost 84 New Yorkers to COVID-19 yesterday. By any normal standard this is a hideous number. But we are thankful this number has fallen below 100 for the first time since late March.
132e16,govphilscott,"Vermonters have stepped up to suppress this virus, helping us beat even the best-case scenarios modeled this spring. With recent outbreaks, we're predicting an uptick in cases over the next month. But if we redouble our efforts, we can change our trajectory again.  https://t.co/O2fDKUrH7z"
129e16,govlarryhogan,.@USATODAY | Hogan: Governors like me rely on experts for COVID facts. Dr. Fauci has never let me down.   https://t.co/iWVCHWlxFE
125e16,governorgordon,"Wyoming recorded it's 200th confirmed case of COVID-19 today, but we know that there are many more untested Wyomingites who have the virus. Keep yourself and your family safe and our healthcare workers protected by staying home and social distancing. #StayHomeStayHealthy pic.twitter.com/Ubl9IBo9hp"
125e16,dougburgum,"Gov. Walz and I also agreed, for the health and safety of our citizens, they should avoid all nonessential travel. Stay home, stay healthy, and stay connected. (2/2)"
132e16,govinslee,We know how to prevent the spread of COVID-19.   We know the stakes if we don’t.   ➡️ Wear a mask. ➡️ Stay 6 ft. apart. ➡️ Keep your social circle small and interactions short. ➡️ Wash your hands.  https://t.co/CS90nx22tv
127e16,govphilscott,"This includes the resumption of additional close contact businesses, dental procedures, businesses that require work in the home, and of limited overnight youth summer camp programming. 2/7"
125e16,govmlg,"STAY. HOME. We are still in this fight.

Please, protect yourself and your community – stay home to slow the spread of COVID-19.

#StayHomeSaveLives #AllTogetherNM pic.twitter.com/AbpMfi1D5U"
127e16,govparsonmo,"During Phase 1, we have especially ramped up our focus on COVID-19 testing. As I have said many times, testing will be the key to Missouri’s full economic recovery.

The more testing we do the more confidence & reassurance we can give Missourians that it IS okay to move forward. pic.twitter.com/FRovygNkS7"
126e16,govparsonmo,"Testing is CRITICAL to Missouri’s full economic recovery and can give Missourians more confidence.

🚨🚨Our goal within the next week is to increase testing to 7,500 tests per day. 🚨🚨
 https://governor.mo.gov/press-releases/archive/governor-parson-emphasizes-importance-covid-19-testing-economic-recovery …"
126e16,governorkayivey,It is now time that we move forward & further open our state & live with the new normal of incorporating #COVID19 precautions into our routine. #TogetherAL 5/6
127e16,govmlg,"ICYMI: Good news, New Mexico! Breweries will be able to operate at 50% of capacity on the patio as of today & may begin indoor service on Monday.

COVID-safe practices MUST be abided by in order to prevent the spread of the virus & keep New Mexicans safe. https://bit.ly/2AjIXFv "
128e16,govinslee,"Mask up to show respect for the people around you. 
Mask up to protect front-line workers.
Mask up to open up.

#MaskUpWA https://twitter.com/YakimaCityFire/status/1278105779162058752 …"
129e16,govchrissununu,"To review, here's what you can expect if a COVID case is identified within the school.  https://t.co/hmE5J28JKN"
133e16,govmlg,"Today New Mexico hits reset, re-enacting the most heightened level of statewide public health restrictions to slow the spread of COVID-19 &amp; save lives.  We face a life-or-death situation and we cannot fail to act.  Together we can slow the spread and come through the other side.  https://t.co/lT8kpdjZk2"
132e16,govinslee,"This Halloween, the scariest mask is no mask at all.   It doesn’t matter if you are in public or at home - mask up anytime you’re around other people.   #MaskUpWA"
127e16,govmikedewine,"Here are the latest #COVID19 pop-up testing sites brought to you by our Minority Health Strikeforce, @OHNationalGuard, and local partners. pic.twitter.com/TI1tziM4mI"
124e16,dougducey,NEW: We’re making available new dollars to help Arizonans struggling to make rent. $5 million will be available starting Monday so that families can rest assured that their home is safe in this uncertain time. MORE:  https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-new-dollars-rental-assistance … #COVID19
122e16,govevers,"When elected officials can rely on the safety of their seats and not the quality of their work, folks, something's wrong. Let's work together to make our democracy stronger and our elections fairer. 2/2"
128e16,govmikedewine,"➡ @LtGovHusted: Convalescent plasma, which is plasma from recovered #COVID19 patients, is rich in antibodies that could possibly attack the virus that causes COVID-19. It shows promise to lessen the severity or shorten the length of COVID-19."
128e16,asahutchinson,LIVE: Governor Hutchinson Provides COVID-19 Update (7.7.20): https://youtu.be/MmWmUIioBd4 
129e16,louisianagov,"Louisiana remains in Phase Two with the statewide mask mandate, closure of bars to on-premise consumption, and limit on gatherings of more than 50 people through August 28.   We've got a long way to go in the fight against COVID-19, but I'm confident we will get there. #lagov  https://t.co/xaZgrr3fhl"
133e16,govphilscott,"Thread re today's media briefing: We continue to see a rise in COVID cases in Vermont, up from an average of 25 cases per day last week to 72 cases reported on Wednesday, 109 on Thursday and 84 today, despite our recent steps to slow the spread. 1/"
127e16,asahutchinson,I’m holding a news conference at 1:30pm to provide a COVID-19 update. You can watch here: https://youtu.be/I0eK7YO5Y6s 
131e16,govmurphy,"UPDATE: If you're traveling to NJ from the following states and territories, you should self-quarantine for 14 days:   AL, AK, AR, CO, DE, FL, GA, GU, ID, IL, IN, IA, KS, KY, LA, MN, MS, MO, MT, NE, NV, NC, ND, OK, PR, RI, SC, SD, TN, TX, UT, WV, WI, WY    https://t.co/Z3gW60WVSi  https://t.co/rpylJgnnFR"
127e16,govstitt,Yesterday I amended EO 2020-20 to allow for visitations of long-term care facilities & nursing homes to resume in a phased approach starting on Monday. https://www.governor.ok.gov/articles/press_releases/governor-stitt-announces-guidance-for-safe-nursing …
13e17,governortomwolf,"We're still learning about the long-term complications of #COVID19.  To protect ourselves and others, we must take this seriously. Keep your distance from others, wear a mask, and stay home if you're sick.  https://t.co/REO16FihKg"
128e16,govnedlamont,"Today's COVID-19 update in Connecticut:

➡️12,338 tests were administered and 106 came back positive (0.8% positivity rate)
➡️67 patients are hospitalized (increase of 1)
➡️There have been 8 COVID-related deaths reported

For more data, visit  http://ct.gov/coronavirus  pic.twitter.com/dRNQ6zsGc5"
127e16,nc_governor,"I know people are tired of this virus. It’s been hard on everyone. But it is still deadly, and we cannot let our guard down. Slowing the spread is up to every one of us, every time we leave home – so practice the Three Ws."
128e16,govmurphy,"This isn’t a drill. This is a real battle to save lives.

That’s why, across our restart, we’re ensuring social distancing, requiring face coverings and masks, and putting strong cleaning and hygiene protocols in place."
128e16,oregongovbrown,"Many will continue to attack and try to chip away at reproductive rights. Here in Oregon, I will continue to defend access to the full complement of reproductive health care services for all."
133e16,gregabbott_tx,We celebrate #VeteransDay with gratitude for all who have served—including my brother (below) who served in the Navy for 20 years.  America is the land of the free because we are the home of the brave.  Our Veterans served in the mightiest military in the history of the world.  https://t.co/cYVmrD6NOf
126e16,govrondesantis,"Florida has done better than anyone predicted. We have a big, diverse state that requires a tailored and measured approach. Data and science have helped us flatten the curve in a safe way. pic.twitter.com/x3VGLGjlE4"
127e16,asahutchinson,LIVE: Governor Hutchinson Provides COVID-19 Update from Hot Springs (6.16.20): https://youtu.be/QfjVR7lRaFU 
124e16,oregongovbrown,"@ORemployment has doubled the number of employees working on unemployment claims to reduce wait times, and have enacted temporary rules to help more Oregonians affected by COVID-19 business closures. Learn more here:  https://govstatus.egov.com/ORUnemployment_COVID19 …"
129e16,asahutchinson,"Today we received a donation of 10,000 N95 masks from President Tsai Ing-wen’s government in Taiwan, in addition to their donation of 100,000 in May. We are grateful to President Tsai for her administration’s generosity and assistance during the COVID-19 pandemic."
128e16,nygovcuomo,"Today's update on the numbers:  51,687 tests were performed yesterday. 557 tests came back positive (1.08% of total).  Total hospitalizations fell to 792.  Sadly, there were 10 COVID fatalities yesterday.  https://t.co/4lrtjaebu0"
13e17,nygovcuomo,"Today's update on the numbers:  Of the 62,031 tests reported yesterday, 408 were positive (0.66% of total).  Total hospitalizations are at 482.  Sadly, there were 7 COVID fatalities yesterday.  https://t.co/shuwe17iOA"
129e16,nygovcuomo,New York State tested every incarcerated individual in @NYSDOCCS facilities aged 55 and over.  1.9% of those tested were positive for COVID — all of whom were asymptomatic.  We are committed to ensuring the safety of every facility.
13e17,govparsonmo,We are excited to share some BIG NEWS today regarding COVID-19 testing.   A new saliva-based COVID-19 test developed in Missouri has JUST been approved for use by the FDA.
132e16,govevers,"Wear a mask, stay home, avoid gatherings with folks who are outside your household, and take every precaution to prevent yourself and your loved ones from getting and spreading #COVID19."
127e16,govkristinoem,"The mainstream media attack those who push for Freedom and for people to make the best decisions for their families. But politicians who take away Freedom get praised and shielded from real scrutiny.

What does this say about the state of our media? pic.twitter.com/0NJPttZP2h"
128e16,govmlg,"Today's #COVID19 update:

- 225 new COVID-19 cases, totaling 11,408 cases statewide

- Four additional deaths, bringing the total to 489 deaths statewide

- 128 individuals currently hospitalized with COVID-19 statewide

More info here:  https://bit.ly/3eye3rE  pic.twitter.com/QXjP4QVgYN"
